State,County,City,Neighborhood,Link,Nextdoor ID,Geometry,Interests,Percentage of Homeowners,Number of Residents,Average Age,Attributes,Nearby Neighborhoods
CA,Santa Clara,San Jose,Oster,https://nextdoor.com/neighborhood/9oster--san-jose--ca/,1944,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.92148639564721, 37.261794396412164], [-121.92097236235134, 37.26182911542651], [-121.92009981179297, 37.26164764444398], [-121.91936261742279, 37.26136377458846], [-121.9186039653805, 37.26090912508959], [-121.9139873870165, 37.254456807190536], [-121.92160041983732, 37.2543958313662], [-121.92158747061046, 37.25368216592341], [-121.92163251306602, 37.25340981089154], [-121.92219253965249, 37.25182231121425], [-121.92225903978022, 37.2516268094135], [-121.92223970921941, 37.25050898008248], [-121.92751205680906, 37.25049803961608], [-121.92942939858784, 37.250624941112996], [-121.93132528269462, 37.250939724136806], [-121.93133161062951, 37.25706493834426], [-121.9314452269249, 37.2617380649752], [-121.92148639564721, 37.261794396412164], [-121.92148639564721, 37.261794396412164]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Oster"", ""Nextdoor ID"": 1944}}","['Dogs', 'Hiking & Trails', 'Walking', 'Gardening & Landscape', 'Cooking', 'Home Improvement & DIY', 'Family Activities', 'Seeing Live Music', 'Camping', 'Volunteering']",77,4925,55,"['Family Friendly', 'Neighbors', 'Safe', 'Peaceful', 'Friendly', 'Walkability', 'Clean', 'Quiet', 'Dog Friendly', 'Welcoming']","['Branham-Kirk', 'Cambrian', 'Cambrian Community', 'Cambrian Park', 'Carlton Ave', 'De Voss', 'Doerr', 'Dry Creek', 'Houge Park', 'Kooser', 'LBRNA', 'Lone Hill Highlands', 'Noddin', 'Rose / Sartorette', 'Ross Creek', 'Alta Vista', 'Belwood-Belgatos', 'Campbell Shamrock', 'Cordova Woods', 'Good Sam', 'Lakeside Commons', 'Los Gatos Village', 'National & LG Almaden Rd', 'Vizcaya', 'White Oaks', 'Willow Glen Place']"
CA,Santa Clara,San Jose,Overfelt,https://nextdoor.com/neighborhood/overfelt--san-jose--ca/,166701,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.84314345817654, 37.33992278327425], [-121.8344686470266, 37.33102925734979], [-121.83426742901867, 37.33123517769962], [-121.83394819381408, 37.331569061409525], [-121.8265934720315, 37.33658742943886], [-121.82534556754933, 37.335304782151546], [-121.82432518049086, 37.3343570583165], [-121.82425096217617, 37.334355042722166], [-121.82369381776755, 37.334725916455355], [-121.82310216518113, 37.334161050583525], [-121.82377379810168, 37.33374840434415], [-121.82122678020437, 37.33125423122355], [-121.82109641896716, 37.33118303861917], [-121.82098554620671, 37.331188969207595], [-121.82076020159798, 37.330985982178596], [-121.82055384863594, 37.33111314366341], [-121.81744380944644, 37.32817962634625], [-121.82595396256193, 37.32235004921916], [-121.83153514343314, 37.318414239755], [-121.84186182199079, 37.32925631304475], [-121.8484548655997, 37.335882907198894], [-121.84736841255528, 37.336555948334016], [-121.84686076490084, 37.33706542032403], [-121.84618145586956, 37.33781373517007], [-121.84557385633093, 37.33825260985485], [-121.84314345817654, 37.33992278327425], [-121.84314345817654, 37.33992278327425], [-121.84314345817654, 37.33992278327425]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Overfelt"", ""Nextdoor ID"": 166701}}","['Dogs', 'Walking', 'Seeing Live Music', 'Home Improvement & DIY', 'Cooking', 'Volunteering', 'Hiking & Trails', 'BBQ & Grilling', 'Camping', 'Biking & Cycling']",57,14329,50,"['Friendly', 'Family Friendly', 'Peaceful', 'Dog Friendly', 'Neighbors', 'Welcoming', 'Community', 'Walking', 'Diversity', 'Kids']","['McKinley - Bonita', 'Arbuckle', 'Cassell', 'Dorsa', 'Gateway East', 'Markingdon', 'Mayfair', 'Ryan', 'Alvin/Burdette', 'Bevin  Brook', 'Ferrari/Pinoche', 'Kennedy', 'Meadows', 'Rockspring', 'Santee & Ferrari/Pinoche', 'Stonegate  East', 'Stonegate West', 'Summerside', 'Whaley', 'Windmill  Springs', 'Yerba Buena', 'Edge', 'Everdale/Neimen', 'Hidden Glen', 'Holly Oaks', 'Leyva', 'Meadow Fair', 'Norwood', 'Ocala', 'Albanese Circle', 'Lion Villas', 'Senter Rd', 'Silcreek', 'Whispering Hills']"
CA,Santa Clara,San Jose,Pacheco,https://nextdoor.com/neighborhood/4pacheco--san-jose--ca/,169936,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.85526295818744, 37.37040543189608], [-121.8587219709533, 37.37400411364814], [-121.85486475894328, 37.376657449272734], [-121.85126802124739, 37.37305036334831], [-121.85526295818744, 37.37040543189608]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Pacheco"", ""Nextdoor ID"": 169936}}","['Cooking', 'Hiking & Trails', 'Walking', 'Dogs', 'BBQ & Grilling', 'Camping', 'Volunteering', 'Baking', 'Caring for Aging Parents', 'Fishing']",83,859,55,"['Schools', 'Clean', 'Freeway Access', 'Friendly', 'Parks', 'Peaceful', 'Restaurants', 'Running', 'Walking', 'Well Maintained']","['Checkers', 'El Rancho Verde', 'Pine Hollow', 'Commodore', 'Creekland', 'Flickinger South', 'Ohlone', 'Penitencia', 'Ponderosa Woods', 'Rymar', 'Summerdale', 'Vinci South', 'James Lick', 'McKee/Jackson', 'West of Capitol', 'Baton Rouge', 'Betty Ann', 'Clearsprign', 'Gilchrist', 'King Rd', 'Las Palmas', 'Lochridge/Independence', 'Messina Gardens', 'N White Rd', 'Onyx', 'Salamoni Pala Ranch', 'Sierra Brooks', 'Silcreek', 'Villas of Mabury']"
CA,Santa Clara,San Jose,Palm Haven,https://nextdoor.com/neighborhood/6palmhavenca--san-jose--ca/,1682,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.902164576182, 37.3134287442581], [-121.9015803296932, 37.3135766329136], [-121.9013458739427, 37.3132591267921], [-121.9012187065526, 37.31313787889746], [-121.9001959580077, 37.31350258188971], [-121.9003044311146, 37.31365449405812], [-121.8999189224475, 37.31379285907105], [-121.8998978294908, 37.31376177947188], [-121.8996889819032, 37.31383309514531], [-121.8996273896345, 37.31374762527133], [-121.8991453611028, 37.3140424041026], [-121.8992132839579, 37.31414185147554], [-121.8990151946458, 37.31426768303177], [-121.8989455797777, 37.31416555985754], [-121.8986365065962, 37.3143494949902], [-121.898610406466, 37.31476168480878], [-121.8984388472705, 37.31475556967715], [-121.8984301556364, 37.31488203332296], [-121.8982471204165, 37.31487623827463], [-121.8982297116032, 37.31523628704635], [-121.8980637626931, 37.31531258473796], [-121.8978830616334, 37.31534728514537], [-121.8977447834927, 37.31737105053951], [-121.9019640468387, 37.31750061190639], [-121.9023323380235, 37.31676178384237], [-121.9029152059294, 37.31605601266746], [-121.9036155784772, 37.31489190246356], [-121.902164576182, 37.3134287442581], [-121.902164576182, 37.3134287442581], [-121.902164576182, 37.3134287442581]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Palm Haven"", ""Nextdoor ID"": 1682}}","['Gardening & Landscape', 'Hiking & Trails', 'Cooking', 'Seeing Live Music', 'Wine Tasting', 'Walking', 'Books', 'Dogs', 'Crafts & Sewing', 'Family Activities']",55,1097,49,"['Charm', 'Walkability', 'Historic', 'Neighbors', 'Architecture', 'Friendly', 'Beautiful', 'Family Friendly', 'Community', 'Dog Friendly']","['Delmas Park', 'Market - Almaden', 'Tamien', 'Washington', 'Midtown Plaza', 'North Willow Glen', 'Plant 51', 'Greater Rose Garden', 'Rose Glen', 'Telfer Willow Glen Way', 'Willow Glen-South', 'Buena Vista', 'Downtown', 'Midtown', 'Willow Glen Creek', 'Willow Glen-Northeast', 'Willow Glen-West']"
CA,Santa Clara,San Jose,Palmia,https://nextdoor.com/neighborhood/2palmia--san-jose--ca/,171122,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.8062526084612, 37.24315132073053], [-121.80508573805946, 37.24304191436409], [-121.80396178300185, 37.242881261965586], [-121.80385964009866, 37.23888722883534], [-121.81303410374994, 37.23883184527211], [-121.81303475816014, 37.23912659228913], [-121.81440870358591, 37.23915228439673], [-121.81444418494902, 37.243262664423845], [-121.80763400118201, 37.243172828810486], [-121.8062526084612, 37.24315132073053], [-121.8062526084612, 37.24315132073053], [-121.8062526084612, 37.24315132073053], [-121.8062526084612, 37.24315132073053]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Palmia"", ""Nextdoor ID"": 171122}}","['Cooking', 'Hiking & Trails', 'Walking', 'Dogs', 'Home Improvement & DIY', 'Seeing Live Music', 'Travel', 'Baking', 'Volunteering', 'BBQ & Grilling']",31,4596,40,"['Clean', 'Family Friendly', 'Peaceful', 'Dog Friendly', 'Friendly', 'Beautiful', 'Freeway Access', 'Safe', 'Welcoming', 'Parks']","['Lake Calero', 'Avenida Espana', 'Blossom Valley', 'Calero', 'California Grove', 'Chantilley', 'Los Paseos', 'Makati', 'Metcalf', 'Oak Grove', 'Rancho Santa Teresa', 'Santa Teresa', 'Silver Leaf', 'Ascent', 'Ascent', 'AvenueOne', 'Blossom Trails', 'Cottle-Lean', 'East Santa Teresa Foothills', 'Graystone Hill', 'Monterey Grove', 'Piercy', 'Santa Teresa - Oak Ridge', 'Station 121']"
CA,Santa Clara,San Jose,Pamlar - Borello,https://nextdoor.com/neighborhood/6palmarborello--san-jose--ca/,1947,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.94028116137702, 37.29816956740707], [-121.93975315211486, 37.29691082436145], [-121.93835776057432, 37.29430996366101], [-121.93591576322939, 37.29428422686588], [-121.93164523677063, 37.298054042197066], [-121.93166823677063, 37.29977188490645], [-121.94059459391792, 37.29975260829272], [-121.9404807929917, 37.29882027061242], [-121.94028116137702, 37.29816956740707]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Pamlar - Borello"", ""Nextdoor ID"": 1947}}","['Gardening & Landscape', 'Dogs', 'Home Improvement & DIY', 'Walking', 'Seeing Live Music', 'Hiking & Trails', 'Cooking', 'Books', 'Family Activities', 'Biking & Cycling']",73,2195,55,"['Family Friendly', 'Neighbors', 'Convenient', 'Dog Friendly', 'Friendly', 'Walking', 'Welcoming', 'Clean', 'Community', 'Quiet']","['Eden', 'Westside', 'Downing - Whitethorne', 'Greylands', 'Sherman Oaks', 'Willow Glen-South', 'Apricot Avenue', 'Avalon', 'Bascom Ave', 'Campbell Community Center', 'Downtown Campbell', 'Dry Creek', 'Hamann Park', 'Pruneridge Plaza', 'Pruneyard', 'Pruneyard Dry Creek', 'Sheffield Phantom', 'The Park at Pruneyard', 'Villa Valencia', 'Western Gardens', 'Yarwood Ct']"
CA,Santa Clara,San Jose,Paragon,https://nextdoor.com/neighborhood/paragon--san-jose--ca/,287676,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.92437858038363, 37.38818907239098], [-121.91512061402887, 37.39622529819743], [-121.90890963711502, 37.401584499531474], [-121.90444198481907, 37.382301809958534], [-121.90494089588412, 37.38227662374006], [-121.90537543393282, 37.38221733685591], [-121.90570268362097, 37.38211542404751], [-121.90920757909919, 37.379955252261816], [-121.91316308569185, 37.377385785021815], [-121.91879229070986, 37.38300927557026], [-121.92127429930099, 37.385548070002045], [-121.9219788617936, 37.386186608724934], [-121.92309289040014, 37.38716227343533], [-121.92437858038363, 37.38818907239098]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Paragon"", ""Nextdoor ID"": 287676}}","['Books', 'Bowling', 'Dogs', 'Horses & Riding', 'Road Trips', 'Travel', 'Walking']",0,0,0,,"['Rosemary Gardens', 'California Gateway', 'Courtyards/Villas at Lundy', 'McKay-Ringwood', 'North Flea Market', 'River Oaks', 'Apex Centria', 'Archer - North 4th', 'Avenue-Milpitas', 'Casa Del Lago Mobile Park', 'Crescent Village', 'De La Cruz', 'EDD America’s Job Center', 'Hampton Park', 'Harmony', 'Luna Tera Serena', 'Mihalakis', 'Montague', 'Oakland Road', 'Orchard Park', 'Pace', 'Parc Metropolitan', 'Parc Place', 'San Jose Gateway Place', 'Snell', 'Starlite Pines', 'Summerfield of Milpitas', 'Terra Serena', 'The Sonora', 'Traditions-Contempo', 'Traverse', 'Washington Park']"
CA,Santa Clara,San Jose,Park Place,https://nextdoor.com/neighborhood/10parkplace--san-jose--ca/,170042,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.83165928559964, 37.26801537939611], [-121.8316591278857, 37.26801581677803], [-121.83150089788398, 37.26834787322138], [-121.8315001580209, 37.26835003035562], [-121.83149992612005, 37.26835229902208], [-121.831519022566, 37.269891296052194], [-121.8315192403872, 37.26989325140972], [-121.83151983683388, 37.269895126275166], [-121.83152078881847, 37.26989684807495], [-121.83169900320286, 37.270134131526156], [-121.83133294677941, 37.27034139463027], [-121.82895984599168, 37.27246115712966], [-121.8246832839339, 37.26938333683985], [-121.82466440329677, 37.26617061979949], [-121.8253405412404, 37.26604584811916], [-121.8311231513909, 37.26600077898902], [-121.83115504526569, 37.266683445383364], [-121.83124609405547, 37.26704185274775], [-121.8314096356471, 37.26734059081326], [-121.83163088131164, 37.26766072305232], [-121.83183806366844, 37.26790617016012], [-121.83165900792716, 37.268015006469064], [-121.83165928559964, 37.26801537939611], [-121.83165928559964, 37.26801537939611], [-121.83165928559964, 37.26801537939611]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Park Place"", ""Nextdoor ID"": 170042}}","['Gardening & Landscape', 'Dogs', 'Hiking & Trails', 'Home Improvement & DIY', 'Biking & Cycling', 'Seeing Live Music', 'Walking', 'Cooking', 'Crafts & Sewing', 'Family Activities']",87,1635,50,"['Family Friendly', 'Dog Friendly', 'Restaurants', 'Walkability', 'Walking', 'Food', 'Neighbors', 'Peaceful', 'Shopping', 'Clean']","['Berry Park', 'Blossom Hill Homes', 'Blossom Village', 'Colony  Green', 'Del Robles', 'Parkview', 'Vista  Park', 'Edenvale/Roundtable', 'Great Oaks', 'Hayes', 'Oak Grove', 'San  Ramon', 'Rancho', 'Seven Trees', 'Sylvandale  West', 'Avana Skyway', 'Bella Villagio', 'Capitol Village - Baroni', 'Dolce Hayes', 'Eden Hill', 'Edenvale', 'Ellmar Oaks', 'Frontier Village', 'Havens-Monterey-Edenvale', 'Hellyer-Christopher', 'River View Skyway', 'The Woods', 'Vistapark-Martial Cottle']"
CA,Santa Clara,San Jose,Park Pleasant,https://nextdoor.com/neighborhood/5parkpleasant--san-jose--ca/,170258,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.812185640577, 37.36087711140989], [-121.8122024060724, 37.36148678473595], [-121.8121958686103, 37.36171168605276], [-121.8120391274432, 37.36255056212645], [-121.8118394709319, 37.36287778869868], [-121.8109527075915, 37.36357356217935], [-121.8107579541769, 37.36367668602823], [-121.8103593528771, 37.36375849157739], [-121.8094113586806, 37.36385883748252], [-121.8082403064351, 37.36559102676679], [-121.8075025796778, 37.36531673936575], [-121.8066872409426, 37.3666964441782], [-121.805519439306, 37.36621776314038], [-121.8051414855425, 37.36687805981721], [-121.8042035406056, 37.36658033592258], [-121.804274826199, 37.36644834781504], [-121.8036272797764, 37.36622256270616], [-121.803362155193, 37.36663221611139], [-121.8026915154242, 37.36632788494384], [-121.8009909073937, 37.36551193037896], [-121.8006960049248, 37.36513820569064], [-121.8007578790743, 37.36501730828127], [-121.8005818191132, 37.36466336800369], [-121.8005178154811, 37.36465115696218], [-121.8003988006682, 37.36449891763838], [-121.8004315977051, 37.36427360773135], [-121.8003928148921, 37.36423647891726], [-121.8018591243798, 37.36221418749594], [-121.8026366249267, 37.36116177067321], [-121.8064286268867, 37.36354766177353], [-121.807591668678, 37.3626103451469], [-121.8097235063843, 37.3637277710306], [-121.8102476190164, 37.36368104377862], [-121.8100536997999, 37.36344449794285], [-121.8109759796174, 37.36291264890048], [-121.8113888397638, 37.36257424010955], [-121.8114866903824, 37.36244060505793], [-121.8117240158697, 37.36113017529355], [-121.8120418076276, 37.36093684459902], [-121.8120591919757, 37.36080320663177], [-121.8083584882303, 37.35748845791225], [-121.806438099905, 37.35658726854312], [-121.8106865636797, 37.35379806813226], [-121.8145853505239, 37.35113447159895], [-121.8191498380098, 37.35615678284014], [-121.812185640577, 37.36087711140989], [-121.812185640577, 37.36087711140989]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Park Pleasant"", ""Nextdoor ID"": 170258}}","['Walking', 'Gardening & Landscape', 'Home Improvement & DIY', 'Dogs', 'Hiking & Trails', 'BBQ & Grilling', 'Seeing Live Music', 'San Jose Sharks', 'Crafts & Sewing', 'Volunteering']",80,5409,51,"['Family Friendly', 'Friendly', 'Neighbors', 'Diversity', 'Dog Friendly', 'Peaceful', 'Pleasant', 'Beautiful', 'Hills', 'Parks']","['Capitol Goss/Dobern', 'Cassell', 'Clayton Road', 'Cureton', 'East Foothills', 'Joseph George', 'Lyndale', 'Markingdon', 'Mt. Pleasant', 'Pleasant Knoll', 'Ryan', 'Sierra', 'Story Ridge', 'Terrace  Hills', 'Warner Heights', 'Hidden Glen', 'Norwood', 'Ocala', 'Pleasant Hills', 'Country Club Heights', 'Mt. Hamilton', 'Mt. Pleasant Highlands', 'Three Springs Ranch']"
CA,Santa Clara,San Jose,Parkside Glen,https://nextdoor.com/neighborhood/parksideglen--san-jose--ca/,358277,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.87162699999999, 37.277766], [-121.871625, 37.277767], [-121.871624, 37.277768], [-121.87142501719666, 37.27803673150202], [-121.87112081349176, 37.278220443773925], [-121.87093474106985, 37.2782812025755], [-121.86875111342232, 37.278833783287226], [-121.8675894074097, 37.279087569840236], [-121.8669365826645, 37.27768881077824], [-121.87092794841004, 37.27660082258626], [-121.87162699999999, 37.277766]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Parkside Glen"", ""Nextdoor ID"": 358277}}","['Walking', 'Dancing', 'Home Improvement & DIY', 'Books', 'Cooking', 'Hiking & Trails', 'Seeing Live Music', 'Travel', 'Camping', 'Swimming']",0,0,0,"['Family Friendly', 'Dog Friendly', 'Clean', 'Freeway Access', 'Friendly', 'Gated', 'Parks', 'Peaceful', 'Quiet', 'Safe']","['Carson', 'Canoas Garden', 'Farm Drive', 'Summercreek', 'Willows in San Jose', 'Mill Pond 1 & 2', 'Communications Hill (South)', 'Communications Hill (North)', 'Branham/Jarvis', 'Castle Drive/Speciale', 'Pinehurst', 'S Willow/Lincoln Glen', 'Tanglewood', 'Thousand Oaks', 'Valley  View / Reed', 'Willo Mar', 'Archstone Willow Glen', 'Bella Villagio', 'California Hawaiian Estates', 'Erikson', 'Helzer Court', 'Hilltop Manor', 'Lattitude 37', 'Montecito Vista', 'Mountain Springs', 'Old Almaden Road', 'Ravenna', 'The Plant', 'Villa Cortona', 'Waterford Park', 'Willow Glen', 'Willow Ridge']"
CA,Santa Clara,San Jose,Parkview,https://nextdoor.com/neighborhood/10parkview--san-jose--ca/,170041,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.84733042075891, 37.27323730912491], [-121.84732616808958, 37.27323825271329], [-121.84732420444891, 37.27323436431117], [-121.8464685780225, 37.27344502914228], [-121.84602333045063, 37.273490598778075], [-121.84530449755937, 37.273493480841466], [-121.84465003680907, 37.27378098229641], [-121.8440733601202, 37.274179469372754], [-121.84406925710778, 37.27418127569801], [-121.84406539175995, 37.274179004881496], [-121.84298624298049, 37.27339918360302], [-121.84296801623645, 37.27338873529427], [-121.84294800879081, 37.27338232565509], [-121.84292710373501, 37.273380237595006], [-121.83797756954266, 37.27340838448702], [-121.83797295335103, 37.273407962156405], [-121.83796995227772, 37.27340442928968], [-121.83774095351902, 37.273430038922605], [-121.83757632777667, 37.27316537245267], [-121.83556634223214, 37.270245471266705], [-121.83517641093255, 37.26970757999306], [-121.83562733416579, 37.26947978102128], [-121.83609971507116, 37.2685860150065], [-121.83604878426223, 37.26602740296853], [-121.84657296082037, 37.26590509870344], [-121.84973281307975, 37.2721215743719], [-121.84978111801848, 37.272265480572955], [-121.84980260086718, 37.27244780584407], [-121.84733042075891, 37.27323730912491], [-121.84733042075891, 37.27323730912491], [-121.84733042075891, 37.27323730912491]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Parkview"", ""Nextdoor ID"": 170041}}","['Walking', 'Dogs', 'Gardening & Landscape', 'Hiking & Trails', 'Cooking', 'Home Improvement & DIY', 'Family Activities', 'Camping', 'Books', 'Seeing Live Music']",56,5388,45,"['Family Friendly', 'Walking', 'Parks', 'Dog Friendly', 'Peaceful', 'Friendly', 'Walkability', 'Quiet', 'Clean', 'Neighbors']","['Berry Park', 'Blossom Hill Homes', 'Blossom Village', 'Carson', 'Colony  Green', 'Del Robles', 'Park Place', 'Vista  Park', 'Hayes', 'Oak Grove', 'San  Ramon', 'Summercreek', 'Communications Hill (South)', 'Kenwood', 'Los  Arboles', 'Rancho', 'Seven Trees', 'Sylvandale  West', 'Pinehurst', 'Tanglewood', 'Tatra', 'Avana Skyway', 'Bella Villagio', 'California Hawaiian Estates', 'Capitol Village - Baroni', 'Ellmar Oaks', 'Frontier Village', 'Havens-Monterey-Edenvale', 'Monterey Manor', 'Mountain Springs', 'River View Skyway', 'The Woods', 'Vistapark-Martial Cottle', 'Waterford Park']"
CA,Santa Clara,San Jose,Paseo Plaza,https://nextdoor.com/neighborhood/3paseoplaza--san-jose--ca/,150919,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.8858097160367, 37.33355230798784], [-121.88558124104759, 37.33360572769646], [-121.88529912187823, 37.3337359234811], [-121.88453358074491, 37.333816880124104], [-121.88606321811676, 37.33583428800351], [-121.8871334195137, 37.335313929565075], [-121.8858097160367, 37.33355230798784], [-121.8858097160367, 37.33355230798784]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Paseo Plaza"", ""Nextdoor ID"": 150919}}","['Books', 'Cooking', 'Hiking & Trails', 'Seeing Live Music', 'Volunteering', 'Walking', 'Biking & Cycling', 'Dogs', 'Home Improvement & DIY', 'Wine Tasting']",19,448,40,"['Food', 'Walkability', 'Convenient', 'Diversity', 'Proximity', 'Restaurants', 'Walking', 'Downtown', 'Events', 'Quiet']","['Delmas Park', 'Hensley', 'Horace Mann', 'Market - Almaden', 'Naglee Park', 'Northside', 'Spartan - Keyes', 'Vendome - Civic Center', 'Washington', 'Central San Jose - Coleman', 'Downtown', 'Julian - St. James', 'St. James Park', 'University']"
CA,Santa Clara,San Jose,Penitencia,https://nextdoor.com/neighborhood/4penitencia--san-jose--ca/,1952,"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPolygon"", ""coordinates"": [[[[-121.85591084532302, 37.38227498411219], [-121.85511923127018, 37.382832378628464], [-121.85443722539344, 37.38355500560248], [-121.85421047026227, 37.38421594836559], [-121.85397153672125, 37.384770581497854], [-121.8530645161967, 37.385266050949454], [-121.85224220550958, 37.38614822444762], [-121.84937414670844, 37.388549955591955], [-121.84893253464332, 37.38862557497897], [-121.84846946490609, 37.38864152326227], [-121.847556163901, 37.38866385110801], [-121.84703064337174, 37.38878138450973], [-121.84625855205087, 37.38906333490874], [-121.8447907612769, 37.389612703776635], [-121.84433148109247, 37.38973159210136], [-121.84357385326462, 37.38985855239944], [-121.84295981983786, 37.39013804515207], [-121.84235402547586, 37.39046687371939], [-121.8421907474351, 37.390010982817685], [-121.84210689260294, 37.389729008359424], [-121.84209906334343, 37.389404477535244], [-121.84216791432726, 37.38908645551122], [-121.84234378667804, 37.38864840109198], [-121.84352816961848, 37.38732379243952], [-121.84375116828744, 37.38687389349874], [-121.84385384287134, 37.38643442202097], [-121.84378024230159, 37.38596465998643], [-121.84359012581785, 37.38551956658786], [-121.84230867062149, 37.38384507769182], [-121.84705940266059, 37.38059603945675], [-121.84770602915495, 37.3802419679119], [-121.84843848633795, 37.37999872521818], [-121.84911768782263, 37.37986221864721], [-121.84974860954492, 37.379755550895496], [-121.85045255351434, 37.379593367741926], [-121.8509484903883, 37.379430984735606], [-121.85192963530011, 37.37870551715876], [-121.85591084532302, 37.38227498411219], [-121.85591084532302, 37.38227498411219]]]]}, ""properties"": {""State"": ""CA"", ""City"": ""San Jose"", ""County"": ""Santa Clara"", ""Neighborhood"": ""Penitencia"", ""Nextdoor ID"": 1952}}","['Home Improvement & DIY', 'Walking', 'Gardening & Landscape', 'Dogs', 'Cooking', 'Hiking & Trails', 'Dancing', 'BBQ & Grilling', 'Books', 'Family Activities']",77,3938,49,"['Quiet', 'Peaceful', 'Neighbors', 'Walking', 'Family Friendly', 'Freeway Access', 'Parks', 'Clean', 'Convenient', 'Creek']","['Pine Hollow', 'Boulder', 'Cherrywood', 'Commodore', 'Flickinger South', 'Noble', 'Ohlone', 'Old Port', 'Pacheco', 'Pinnacle', 'Ponderosa Woods', 'Ruskin', 'Rymar', 'Sierramont', 'St. Victor', 'Summerdale', 'Sweigert', 'Upper Sierra', 'Vinci South', 'East Foothills', 'James Lick', 'McCollam', 'McKee/Jackson', 'St. John Vianney', 'West of Capitol', 'Baton Rouge', 'Clearsprign', 'Country Club Heights', 'Gilchrist', 'Las Palmas', 'Messina Gardens', 'N White Rd', 'Sierra Brooks', 'Villas of Mabury']"
CA,Santa Clara,San Jose,Piedmont,https://nextdoor.com/neighborhood/4piedmont--san-jose--ca/,170132,,"['Walking', 'Hiking & Trails', 'Gardening & Landscape', 'Cooking', 'Dogs', 'Golden State Warriors', 'Family Activities', 'Seeing Live Music', 'Volunteering', 'Home Improvement & DIY']",84,2621,50,"['Hills', 'Quiet', 'Peaceful', 'Friendly', 'Clean', 'Family Friendly', 'Freeway Access', 'Beautiful', 'Convenient', 'Neighbors']","['Boulder', 'Capewood', 'Cataldi', 'Cherrywood', 'Knights Bridge', 'Morrill', 'Noble', 'Ohlone', 'Pinnacle', 'Ruskin', 'Sierramont', 'St. Victor', 'Summerdale', 'Sweigert', 'Upper Sierra', 'Highland Park', 'Hillcrest Villas', 'Hillcrest Terrace', 'Milpitas', 'Milpitas Hills', 'Piedmont', 'Sepulveda/Pedro Loop', 'Shapell Hillcrest', 'Sinnott Loop', 'Somerset Knolls', 'Stonegate & French Court', 'Upper Sierra Rd']"
